Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest,taxonKey
Cynoglottis barrelieri (All.) Vural & Kit Tan,Boraginaceae,turkisk oxtunga,221519.0,Resident,Not Red-listed,6.0,9.6,1.0,5.0,13.0,3.0,4.0,7.0,6.0,4.0,,,3.0,2.0,1.0,,4.0,,,,,,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7131800
Cynosurus cristatus L.,Poaceae,kamäxing,221520.0,Resident,Not Red-listed,0.0,0,3.0,1.0,11.0,3.0,5.0,3.0,6.0,5.0,6.0,4.0,3.0,2.0,8.0,4.0,4.0,0b,8.0,1.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,3,2,0.0,0.0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704395
Cyperus fuscus L.,Cyperaceae,dvärgag,497.0,Resident,CR,0.0,0,1.0,1.0,13.0,2.0,3.0,5.0,7.0,10.0,7.0,8.0,5.0,1.0,6.0,8.0,1.0,0c,,,,3.0,Water,0.0,,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2716489
Cypripedium calceolus L.,Orchidaceae,guckusko,504.0,Resident,Not Red-listed,0.0,0,1.0,1.0,4.0,7.0,11.0,6.0,3.0,7.0,7.0,4.0,1.0,1.0,3.0,,4.0,2,,,,,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,3,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2820517
Cystopteris alpina (Lam.) Desv.,Cystopteridaceae,alpstenbräken,509.0,Resident,NT,0.0,0,1.0,1.0,3.0,14.0,15.0,,6.0,4.0,8.0,,1.0,1.0,3.0,,4.0,0b,,,,,AirD,0.0,C3,AM,0.0,0.0,,0,0,10,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4015233
Cystopteris fragilis (L.) Bernh.,Cystopteridaceae,stenbräken,222740.0,Resident,Not Red-listed,0.0,0,1.0,1.0,3.0,2.0,8.0,5.0,3.0,4.0,5.0,5.0,3.0,1.0,3.0,,4.0,0b,10.0,3.0,,3.0,AirD,0.0,C3,AM,0.0,0.0,,0,10,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650818
Cystopteris montana (Lam.) Desv.,Cystopteridaceae,finbräken,222741.0,Resident,Not Red-listed,0.0,0,1.0,1.0,3.0,11.0,14.0,5.0,2.0,7.0,8.0,5.0,3.0,1.0,2.0,,4.0,0b,,,,,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,2650808
Cytisus scoparius (L.) Link,Fabaceae,harris,221192.0,Resident,Not Red-listed,1.0,4,5.0,4.0,11.0,3.0,5.0,3.0,5.0,3.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,2a,6.0,3.0,3,4.0,Expl,1.0,C3,AM,0.0,0.0,,0,0,0,2,1,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5354656
Dactylis glomerata L.,Poaceae,hundäxing,221193.0,Resident,Not Red-listed,0.0,0,6.0,1.0,5.0,2.0,7.0,4.0,5.0,4.0,5.0,7.0,4.0,1.0,4.0,4.0,4.0,0b,7.0,2.0,4,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,1,0,0,1,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2705308
Dactylis polygama Horv.,Poaceae,lundäxing,224698.0,Resident,EN,0.0,0,6.0,1.0,12.0,6.0,7.0,6.0,3.0,3.0,6.0,7.0,4.0,1.0,4.0,3.0,4.0,0b,8.0,1.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,9224320
Dactylorhiza incarnata (L.) Soó,Orchidaceae,ängsnycklar,219788.0,Resident,Not Red-listed,0.0,0,1.0,1.0,4.0,3.0,8.0,5.0,7.0,8.0,6.0,3.0,2.0,2.0,5.0,4.0,4.0,2,7.0,2.0,,1.0,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,4,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8248593
Dactylorhiza maculata ssp. fuchsii,Orchidaceae,skogsnycklar,223591.0,Resident,Not Red-listed,0.0,0,1.0,4.0,4.0,3.0,8.0,6.0,4.0,5.0,7.0,4.0,2.0,1.0,4.0,3.0,4.0,2a,8.0,1.0,,,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,1,2810689
Dactylorhiza maculata ssp. maculata,Orchidaceae,Jungfru Marie nycklar,222845.0,Resident,Not Red-listed,0.0,0,1.0,4.0,3.0,3.0,9.0,5.0,5.0,6.0,4.0,2.0,3.0,1.0,5.0,4.0,4.0,2a,8.0,1.0,,,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,1.0,3,0,0.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7227967
Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.,Orchidaceae,dubbelnycklar,264308.0,Resident,Not Red-listed,0.0,0,1.0,1.0,4.0,3.0,8.0,5.0,5.0,7.0,8.0,4.0,2.0,2.0,6.0,4.0,4.0,2,6.0,3.0,,1.0,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,6,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2810155
Dactylorhiza sambucina (L.) Soó,Orchidaceae,Adam och Eva,219792.0,Resident,Not Red-listed,0.0,0,1.0,4.0,10.0,3.0,5.0,7.0,6.0,2.0,7.0,2.0,1.0,1.0,6.0,3.0,4.0,2,,,,,AirD,0.0,C3,OrkM,0.0,0.0,,0,0,5,0,0,5.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8231647
Danthonia decumbens (L.) DC.,Poaceae,knägräs,219796.0,Resident,Not Red-listed,0.0,0,1.0,1.0,10.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,7.0,3.0,4.0,0c,10.0,3.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,1,1,0,1,0,0.0,0,3.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703250
Daphne laureola L.,Thymelaeaceae,lagertibast,259734.0,Non-resident,Not Red-listed,,,1.0,4.0,13.0,2.0,3.0,3.0,4.0,3.0,6.0,4.0,3.0,1.0,2.0,,4.0,2ab,,,4,1.0,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5420853
Daphne mezereum L.,Thymelaeaceae,tibast,222412.0,Resident,Not Red-listed,0.0,0,2.0,5.0,4.0,4.0,9.0,6.0,4.0,6.0,6.0,5.0,3.0,1.0,2.0,3.0,4.0,1,2.0,7.0,4,1.0,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0,0,1,1,5420852
Dasiphora fruticosa (L.) Rydb.,Rosaceae,tok,223337.0,Resident,Not Red-listed,0.0,0,2.0,4.0,12.0,3.0,4.0,7.0,6.0,6.0,7.0,2.0,2.0,2.0,3.0,2.0,4.0,,,,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,1,0,0,0.0,0,0.0,0,6,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5370380
Datura stramonium L.,Solanaceae,spikklubba,223435.0,Resident,Not Red-listed,1.0,4,2.0,,11.0,1.0,3.0,3.0,7.0,4.0,6.0,9.0,5.0,3.0,4.0,9.0,1.0,1b,10.0,3.0,3,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2928751
Daucus carota L.,Apiaceae,morot,219664.0,Resident,Not Red-listed,0.0,0,5.0,5.0,11.0,2.0,4.0,5.0,7.0,2.0,7.0,5.0,2.0,2.0,3.0,7.0,2.0,1,10.0,3.0,2,4.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,1,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3034742
Delphinium × belladonna (Kelway) Bergmans,Ranunculaceae,praktriddarsporre,222824.0,Non-resident,Not Red-listed,,,2.0,,7.0,9.0,11.0,7.0,6.0,6.0,7.0,7.0,3.0,1.0,3.0,,4.0,2a,9.0,2.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3923190
Delphinium elatum L.,Ranunculaceae,stor riddarsporre,220113.0,Resident,Not Red-listed,4.0,11.4,2.0,,6.0,11.0,12.0,8.0,6.0,6.0,7.0,7.0,3.0,1.0,3.0,,4.0,2a,9.0,2.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3033757
Dennstaedtia punctilobula (Michx.) T. Moore,Dennstaedtiaceae,höbräken,222827.0,Resident,Not Red-listed,6.0,15,1.0,1.0,,,,,3.0,6.0,3.0,,3.0,1.0,2.0,,4.0,0b,,,,,AirD,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2650777
Deschampsia alpina (L.) Roem. & Schult.,Poaceae,fjälltåtel,222743.0,Resident,Not Red-listed,0.0,0,4.0,1.0,1.0,17.0,18.0,,7.0,9.0,5.0,,4.0,1.0,3.0,6.0,4.0,0a,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144915
Deschampsia bottnica (Wahlenb.) Trin.,Poaceae,gultåtel,222414.0,Resident,Not Red-listed,0.0,0,4.0,1.0,8.0,8.0,10.0,,7.0,10.0,7.0,6.0,4.0,4.0,3.0,6.0,4.0,0b,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144594
Deschampsia cespitosa (L.) P.Beauv.,Poaceae,tuvtåtel,222415.0,Resident,Not Red-listed,0.0,0,5.0,1.0,3.0,3.0,9.0,5.0,5.0,7.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,0b,9.0,2.0,2,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,3,1,0.0,0.0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8059811
Deschampsia setacea (Huds.) Hack.,Poaceae,sjötåtel,522.0,Resident,VU,0.0,0,1.0,1.0,11.0,5.0,7.0,2.0,5.0,10.0,3.0,3.0,2.0,1.0,4.0,6.0,4.0,0b,10.0,3.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,3.0,0,0,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142609
Descurainia sophia (L.) Webb ex Prantl,Brassicaceae,stillfrö,220485.0,Resident,Not Red-listed,1.0,4,3.0,3.0,5.0,2.0,7.0,4.0,7.0,3.0,7.0,8.0,5.0,3.0,3.0,9.0,1.0,0c,9.0,2.0,2,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3044318
Dianthus arenarius L.,Caryophyllaceae,sandnejlika,527.0,Resident,VU,0.0,0,3.0,4.0,10.0,6.0,8.0,8.0,7.0,1.0,8.0,2.0,3.0,1.0,5.0,4.0,4.0,2b,7.0,2.0,1,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,10,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085422
Dianthus armeria L.,Caryophyllaceae,knippnejlika,528.0,Resident,VU,0.0,0,3.0,4.0,10.0,3.0,5.0,5.0,5.0,3.0,6.0,4.0,4.0,1.0,2.0,7.0,2.0,0c,12.0,5.0,1,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,5.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085413
Dianthus barbatus L.,Caryophyllaceae,borstnejlika,220759.0,Resident,Not Red-listed,1.0,12.8,4.0,4.0,10.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,2ab,9.0,2.0,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3085421
Dianthus cruentus Griseb.,Caryophyllaceae,blodnejlika,220763.0,Resident,Not Red-listed,5.0,13.6,1.0,4.0,13.0,4.0,5.0,7.0,7.0,2.0,7.0,3.0,4.0,1.0,3.0,4.0,4.0,,11.0,4.0,1,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,10,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8179294
Dianthus deltoides L.,Caryophyllaceae,backnejlika,220765.0,Resident,Not Red-listed,0.0,0,3.0,4.0,6.0,4.0,8.0,6.0,7.0,2.0,6.0,3.0,3.0,1.0,5.0,4.0,4.0,2ab,8.0,1.0,1,2.0,Passive,0.0,C3,None,0.0,0.0,,0,2,0,0,3,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085424
Dianthus giganteiformis Borbas,Caryophyllaceae,,231307.0,Non-resident,Not Red-listed,,,1.0,4.0,11.0,6.0,8.0,8.0,6.0,2.0,7.0,3.0,4.0,1.0,2.0,4.0,4.0,2ab,,,1,2.0,Passive,0.0,C3,None,0.0,0.0,,0,2,0,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7267634
Dianthus superbus L.,Caryophyllaceae,praktnejlika,529.0,Resident,EN,0.0,0,3.0,4.0,3.0,6.0,11.0,8.0,5.0,3.0,7.0,3.0,4.0,1.0,6.0,6.0,3.0,2b,8.0,1.0,1,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,5,5.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6363496
Diapensia lapponica L.,Diapensiaceae,fjällgröna,220770.0,Resident,Not Red-listed,0.0,0,1.0,,2.0,16.0,17.0,,7.0,3.0,5.0,2.0,2.0,1.0,3.0,5.0,4.0,,,,4,1.0,Passive,0.0,C3,EM,0.0,0.0,,3,0,0,5,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333323
Dicentra formosa (Haw.) Walp.,Papaveraceae,fänrikshjärta,222828.0,Resident,Not Red-listed,6.0,15,1.0,4.0,9.0,4.0,7.0,6.0,3.0,6.0,4.0,7.0,4.0,1.0,1.0,1.0,4.0,,6.0,3.0,3,1.0,,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,2888553
Digitalis lutea L.,Plantaginaceae,liten fingerborgsblomma,221625.0,Resident,Not Red-listed,4.0,10,2.0,4.0,11.0,2.0,4.0,5.0,4.0,2.0,7.0,4.0,2.0,1.0,3.0,5.0,4.0,2a,9.0,2.0,2,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5414990
Digitalis purpurea L.,Plantaginaceae,fingerborgsblomma,221626.0,Resident,Not Red-listed,0.0,0,3.0,5.0,10.0,3.0,5.0,3.0,5.0,4.0,3.0,8.0,4.0,1.0,3.0,7.0,3.0,2a,8.0,1.0,2,3.0,Passive,0.0,C3,AM,0.0,0.0,,1,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,3,0,0,0,0,5414995
Digitaria ischaemum (Schreb. ex Schweigg.) Muhl.,Poaceae,fingerhirs,550.0,Resident,Not Red-listed,1.0,2.6,1.0,1.0,12.0,3.0,4.0,4.0,7.0,5.0,6.0,5.0,4.0,2.0,3.0,8.0,1.0,0b,12.0,5.0,2,3.0,Passive,0.0,C4,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5290003
Digitaria sanguinalis (L.) Scop.,Poaceae,blodhirs,222422.0,Resident,Not Red-listed,3.0,5.8,2.0,1.0,13.0,1.0,2.0,5.0,7.0,4.0,6.0,6.0,4.0,2.0,2.0,8.0,1.0,0c,,,2,3.0,Passive,0.0,C4,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5289972
Diplazium sibiricum (Turcz. ex Kunze) Sa. Kurata,Athyriaceae,ryssbräken,118.0,Resident,VU,0.0,0,1.0,1.0,7.0,11.0,12.0,8.0,4.0,7.0,,,,1.0,,,4.0,0b,,,,,AirD,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8668880
Diplotaxis muralis (L.) DC.,Brassicaceae,mursenap,220488.0,Resident,Not Red-listed,3.0,11.6,3.0,4.0,12.0,1.0,2.0,5.0,7.0,2.0,7.0,6.0,5.0,2.0,5.0,7.0,1.0,0c,8.0,1.0,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5376337
Diplotaxis tenuifolia (L.) DC.,Brassicaceae,sandsenap,220489.0,Resident,Not Red-listed,3.0,7.7,3.0,4.0,13.0,3.0,4.0,5.0,7.0,2.0,8.0,5.0,4.0,2.0,5.0,7.0,3.0,1,8.0,1.0,,1.0,Passive,0.0,C3,None,0.0,0.0,,0,0,3,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5376426
Dipsacus fullonum L.,Caprifoliaceae,kardvädd,220490.0,Resident,Not Red-listed,4.0,7.2,3.0,6.0,11.0,3.0,5.0,6.0,7.0,4.0,7.0,8.0,5.0,2.0,1.0,7.0,2.0,1,11.0,4.0,2,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8435025
Dipsacus laciniatus L.,Caprifoliaceae,flikig kardvädd,221019.0,Non-resident,Not Red-listed,,,2.0,6.0,12.0,3.0,4.0,5.0,7.0,4.0,7.0,8.0,5.0,2.0,1.0,,2.0,2,11.0,4.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2888814
Dipsacus strigosus Willd.,Caprifoliaceae,sträv kardvädd,221021.0,Resident,Not Red-listed,3.0,12.8,1.0,6.0,11.0,4.0,6.0,7.0,5.0,5.0,7.0,8.0,5.0,2.0,1.0,4.0,2.0,2,11.0,4.0,4,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7443846
Dittrichia graveolens (L.) Greuter,Asteraceae,kamferkrissla,221022.0,Non-resident,Not Red-listed,,,1.0,4.0,13.0,2.0,3.0,4.0,7.0,3.0,7.0,5.0,5.0,2.0,3.0,7.0,1.0,0c,13.0,6.0,4,,,0.0,,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3101193
Doronicum columnae Ten.,Asteraceae,balkangemsrot,220114.0,Non-resident,Not Red-listed,,,1.0,4.0,11.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,3.0,1.0,2.0,1.0,4.0,2,4.0,5.0,,,,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3143034
Doronicum orientale Hoffm.,Asteraceae,gemsrot,220116.0,Resident,Not Red-listed,6.0,12.5,2.0,4.0,9.0,3.0,6.0,6.0,3.0,4.0,6.0,7.0,3.0,1.0,2.0,1.0,4.0,2,6.0,3.0,,,,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3142967
Doronicum pardalianches L.,Asteraceae,klostergemsrot,220117.0,Resident,Not Red-listed,4.0,11.4,2.0,4.0,11.0,3.0,5.0,4.0,3.0,5.0,6.0,8.0,5.0,1.0,2.0,1.0,4.0,2,8.0,1.0,2,,,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,3142951
Doronicum plantagineum L.,Asteraceae,stor gemsrot,220118.0,Resident,Not Red-listed,6.0,12.5,1.0,4.0,10.0,2.0,4.0,3.0,3.0,4.0,6.0,7.0,3.0,1.0,2.0,1.0,4.0,2,6.0,3.0,,,,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,8340385
Draba alpina L.,Brassicaceae,gulldraba,220491.0,Resident,Not Red-listed,0.0,0,1.0,3.0,2.0,17.0,17.0,,7.0,5.0,8.0,2.0,2.0,1.0,6.0,5.0,4.0,,,,2,,Passive,0.0,C3,None,0.0,0.0,,0,0,4,0,0,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049444
Draba cacuminum E. Ekman,Brassicaceae,blockdraba,561.0,Resident,VU,0.0,0,1.0,3.0,1.0,18.0,18.0,,7.0,4.0,8.0,2.0,2.0,1.0,6.0,7.0,4.0,,,,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,5.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050152
Draba crassifolia Graham,Brassicaceae,dvärgdraba,562.0,Resident,NT,0.0,0,1.0,3.0,2.0,17.0,17.0,,7.0,7.0,8.0,2.0,2.0,1.0,6.0,7.0,4.0,,,,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050115
