Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest
Bromopsis benekenii (Lange) Holub,Poaceae,strävlosta,174.0,Resident,Not Red-listed,0.0,0,3.0,1.0,11.0,5.0,7.0,4.0,3.0,4.0,7.0,6.0,4.0,1.0,1.0,6.0,3.0,0b,10.0,3.0,2,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,3,0,0
Bromopsis erecta (Huds.) Fourr.,Poaceae,raklosta,222246.0,Resident,Not Red-listed,1.0,10,5.0,1.0,11.0,3.0,5.0,5.0,5.0,3.0,8.0,4.0,2.0,1.0,5.0,4.0,4.0,0b,8.0,1.0,1,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,2,0,0,7.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bromopsis inermis (Leyss.) Holub,Poaceae,foderlosta,222247.0,Resident,Not Red-listed,3.0,14.2,4.0,1.0,8.0,5.0,8.0,5.0,6.0,5.0,6.0,6.0,4.0,1.0,3.0,2.0,4.0,0b,9.0,2.0,2,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromopsis ramosa (Huds.) Holub,Poaceae,skugglosta,178.0,Resident,NT,0.0,0,4.0,1.0,12.0,3.0,4.0,4.0,4.0,5.0,7.0,8.0,5.0,1.0,1.0,6.0,3.0,0b,10.0,3.0,2,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,2,0,0
Bromus arvensis L.,Poaceae,renlosta,173.0,Resident,EN,1.0,4,2.0,1.0,10.0,3.0,5.0,4.0,7.0,3.0,7.0,7.0,5.0,1.0,1.0,9.0,1.0,0c,11.0,4.0,1,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromus commutatus Schrad.,Poaceae,brinklosta,175.0,Resident,EN,3.0,8,2.0,1.0,12.0,2.0,3.0,5.0,7.0,3.0,7.0,4.0,2.0,1.0,,7.0,1.0,0c,6.0,3.0,2,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromus hordeaceus L.,Poaceae,luddlosta,222255.0,Resident,Not Red-listed,0.0,0,3.0,1.0,10.0,2.0,4.0,5.0,7.0,3.0,6.0,4.0,3.0,2.0,4.0,8.0,1.0,0c,7.0,2.0,2,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,1.0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromus lepidus Holmb.,Poaceae,finlosta,1726.0,Resident,Not Red-listed,5.0,8.6,1.0,1.0,13.0,6.0,6.0,4.0,7.0,2.0,7.0,5.0,2.0,1.0,7.0,7.0,1.0,0c,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromus pseudosecalinus P. M. Sm.,Poaceae,spädlosta,1863.0,Resident,CR,5.0,11,1.0,1.0,12.0,5.0,6.0,2.0,7.0,4.0,7.0,6.0,4.0,1.0,5.0,7.0,1.0,0c,11.0,4.0,1,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,10,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromus racemosus L.,Poaceae,ängslosta,177.0,Resident,EN,0.0,0,2.0,1.0,13.0,3.0,4.0,4.0,7.0,5.0,7.0,5.0,2.0,2.0,7.0,6.0,1.0,0b,7.0,2.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,3,3,0.0,0.0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromus secalinus L.,Poaceae,råglosta,179.0,Resident,EN,1.0,4,3.0,1.0,10.0,4.0,6.0,6.0,7.0,4.0,7.0,7.0,5.0,1.0,2.0,9.0,1.0,0c,11.0,4.0,1,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunnera macrophylla (Adams) I. M. Johnst.,Boraginaceae,kaukasisk förgätmigej,223416.0,Resident,Not Red-listed,6.0,12.2,1.0,5.0,13.0,3.0,4.0,5.0,4.0,3.0,6.0,7.0,4.0,1.0,2.0,5.0,4.0,1,5.0,4.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Bryonia alba L.,Cucurbitaceae,svart hundrova,221509.0,Resident,Not Red-listed,1.0,4,1.0,5.0,12.0,3.0,4.0,4.0,6.0,2.0,7.0,8.0,5.0,2.0,2.0,7.0,4.0,2,10.0,3.0,3,,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Bryonia dioica Jacq.,Cucurbitaceae,röd hundrova,220998.0,Resident,Not Red-listed,3.0,9,2.0,5.0,13.0,2.0,3.0,6.0,6.0,3.0,7.0,8.0,5.0,2.0,2.0,7.0,4.0,2,12.0,5.0,,1.0,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Buddleja davidii Franch.,Scrophulariaceae,syrenbuddleja,220999.0,Non-resident,Not Red-listed,,,2.0,6.0,13.0,1.0,2.0,3.0,6.0,3.0,7.0,7.0,3.0,2.0,2.0,6.0,4.0,2ab,,,1,2.0,Passive,0.0,,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Buglossoides arvensis (L.) I. M. Johnst.,Boraginaceae,sminkrot,219848.0,Resident,NT,0.0,0,2.0,4.0,10.0,2.0,4.0,7.0,6.0,4.0,7.0,4.0,2.0,2.0,3.0,8.0,1.0,0c,5.0,4.0,4,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,2,0,0,0.0,2,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunias orientalis L.,Brassicaceae,ryssgubbe,220447.0,Resident,Not Red-listed,2.0,11.6,2.0,6.0,10.0,4.0,6.0,7.0,5.0,3.0,7.0,7.0,5.0,2.0,2.0,2.0,4.0,1,6.0,3.0,2,1.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bunium bulbocastanum L.,Apiaceae,jordkastanj,209.0,Resident,Not Red-listed,4.0,11.4,1.0,5.0,12.0,2.0,3.0,5.0,7.0,3.0,7.0,5.0,2.0,1.0,5.0,4.0,4.0,1,9.0,2.0,4,,Passive,0.0,C3,AM,0.0,0.0,,0,0,2,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bupleurum falcatum L.,Apiaceae,smalbladig harört,219640.0,Resident,Not Red-listed,4.0,8,3.0,4.0,13.0,2.0,3.0,5.0,5.0,3.0,7.0,5.0,3.0,1.0,3.0,,,2,,,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Bupleurum tenuissimum L.,Apiaceae,strandnål,1864.0,Resident,Not Red-listed,0.0,0,1.0,4.0,12.0,3.0,4.0,5.0,7.0,3.0,8.0,3.0,2.0,3.0,5.0,7.0,1.0,2,11.0,4.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,1,0,0,0.0,0,0.0,0,3,0.0,0.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butomus umbellatus L.,Butomaceae,blomvass,219647.0,Resident,Not Red-listed,0.0,0,2.0,5.0,7.0,3.0,7.0,7.0,7.0,11.0,8.0,7.0,5.0,2.0,2.0,5.0,4.0,1,11.0,4.0,4,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buxus sempervirens L.,Buxaceae,buxbom,219561.0,Non-resident,Not Red-listed,,,2.0,6.0,13.0,2.0,3.0,4.0,2.0,5.0,7.0,6.0,3.0,1.0,3.0,,4.0,1,,,,1.0,Passive,0.0,,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0
Cabomba caroliniana A. Gray,Ranunculaceae,kabomba,221510.0,Non-resident,Not Red-listed,,,1.0,3.0,10.0,1.0,3.0,6.0,,12.0,,,3.0,1.0,,,4.0,,,,,,Passive,0.0,,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cakile maritima Scop.,Brassicaceae,marviol,220449.0,Resident,Not Red-listed,0.0,0,3.0,4.0,7.0,2.0,6.0,5.0,7.0,6.0,8.0,7.0,5.0,4.0,3.0,8.0,1.0,1,10.0,3.0,,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calamagrostis arundinacea (L.) Roth,Poaceae,piprör,220450.0,Resident,Not Red-listed,0.0,0,5.0,1.0,8.0,4.0,7.0,7.0,4.0,3.0,3.0,5.0,3.0,1.0,2.0,1.0,4.0,0b,9.0,2.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,4,1,0,0
Calamagrostis canescens (Weber) Roth,Poaceae,grenrör,222268.0,Resident,Not Red-listed,0.0,0,4.0,1.0,7.0,5.0,9.0,7.0,5.0,7.0,3.0,5.0,4.0,1.0,3.0,1.0,4.0,0b,10.0,3.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,1.0,0,0,0.0,0.0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Calamagrostis chalybaea (Laest.) Fr.,Poaceae,skogsrör,2082.0,Resident,Not Red-listed,0.0,0,4.0,1.0,3.0,12.0,14.0,7.0,4.0,5.0,6.0,4.0,4.0,1.0,3.0,3.0,4.0,0d,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,1,0,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2
Calamagrostis epigejos (L.) Roth,Poaceae,bergrör,222270.0,Resident,Not Red-listed,0.0,0,5.0,1.0,5.0,3.0,8.0,5.0,5.0,3.0,5.0,6.0,5.0,2.0,2.0,2.0,4.0,0b,11.0,4.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,1,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Calamagrostis lapponica (Wahlenb.) Hartm.,Poaceae,lapprör,222271.0,Resident,Not Red-listed,0.0,0,4.0,1.0,3.0,11.0,14.0,8.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,0b,,,,1.0,Passive,0.0,C3,AM,0.0,0.0,,1,0,0,1,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0
"Calamagrostis neglecta (Ehrh.) G.Gaertn., B.Mey. & Scherb.",Poaceae,madrör,222273.0,Resident,Not Red-listed,0.0,0,3.0,1.0,2.0,7.0,12.0,7.0,7.0,10.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,0b,9.0,2.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,2,2,0.0,0.0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calamagrostis phragmitoides Hartm.,Poaceae,brunrör,222272.0,Resident,Not Red-listed,0.0,0,3.0,1.0,3.0,10.0,13.0,5.0,5.0,9.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,0d,11.0,4.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Calamagrostis varia (Schrad.) Host,Poaceae,piggrör,222274.0,Resident,Not Red-listed,0.0,0,4.0,1.0,13.0,4.0,5.0,8.0,3.0,4.0,8.0,3.0,2.0,1.0,3.0,1.0,4.0,0b,11.0,4.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,2,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Calendula officinalis L.,Asteraceae,ringblomma,220006.0,Non-resident,Not Red-listed,,,3.0,5.0,12.0,2.0,3.0,4.0,6.0,3.0,6.0,7.0,3.0,1.0,1.0,9.0,1.0,2,12.0,5.0,1,3.0,Passive,0.0,,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Calla palustris L.,Araceae,missne,220007.0,Resident,Not Red-listed,0.0,0,1.0,,7.0,6.0,9.0,7.0,4.0,10.0,3.0,5.0,3.0,1.0,4.0,1.0,4.0,1,8.0,1.0,4,,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,2.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
Callitriche × vigens K. Martinsson,Plantaginaceae,hybridlånke,221608.0,Resident,Not Red-listed,0.0,0,2.0,1.0,11.0,,,6.0,5.0,11.0,7.0,6.0,4.0,1.0,,,4.0,0a,8.0,1.0,,,Veg,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callitriche cophocarpa Sendtn.,Plantaginaceae,sommarlånke,220008.0,Resident,Not Red-listed,0.0,0,2.0,1.0,5.0,4.0,9.0,7.0,4.0,11.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,0c,8.0,1.0,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Callitriche hamulata Kütz. ex W. D. J. Koch,Plantaginaceae,klolånke,221610.0,Resident,Not Red-listed,0.0,0,2.0,1.0,3.0,4.0,10.0,4.0,5.0,12.0,6.0,4.0,4.0,1.0,4.0,,1.0,0c,6.0,3.0,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callitriche hermaphroditica L.,Plantaginaceae,höstlånke,221611.0,Resident,Not Red-listed,0.0,0,1.0,1.0,5.0,7.0,11.0,7.0,5.0,12.0,7.0,5.0,5.0,3.0,4.0,,4.0,0c,10.0,3.0,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callitriche palustris L.,Plantaginaceae,smålånke,221612.0,Resident,Not Red-listed,0.0,0,1.0,1.0,3.0,7.0,12.0,6.0,6.0,10.0,6.0,5.0,4.0,2.0,5.0,6.0,3.0,0b,6.0,3.0,,3.0,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callitriche platycarpa Kütz.,Plantaginaceae,plattlånke,221613.0,Resident,Not Red-listed,0.0,0,2.0,1.0,12.0,3.0,4.0,3.0,5.0,10.0,6.0,6.0,4.0,1.0,4.0,,3.0,0c,8.0,1.0,,,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Callitriche stagnalis Scop.,Plantaginaceae,dikeslånke,221614.0,Resident,Not Red-listed,0.0,0,2.0,1.0,10.0,1.0,3.0,3.0,4.0,10.0,4.0,4.0,3.0,1.0,4.0,,3.0,0c,6.0,3.0,,2.0,Water,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Calluna vulgaris (L.) Hull,Ericaceae,ljung,221615.0,Resident,Not Red-listed,0.0,0,6.0,5.0,5.0,3.0,8.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,2a,11.0,4.0,2,4.0,AirD,0.0,C3,EriM,0.0,0.0,,2,0,0,3,0,0.0,0,1.0,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Caltha palustris L.,Ranunculaceae,kabbleka,220009.0,Resident,Not Red-listed,0.0,0,4.0,2.0,3.0,3.0,9.0,5.0,5.0,9.0,5.0,7.0,5.0,2.0,5.0,4.0,4.0,1,5.0,4.0,4,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Calypso bulbosa (L.) Oakes,Orchidaceae,norna,233.0,Resident,VU,0.0,0,1.0,1.0,6.0,11.0,12.0,7.0,2.0,5.0,7.0,2.0,1.0,1.0,1.0,2.0,4.0,2a,,,,,AirD,0.0,c3,OrkM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
Calystegia pulchra Brummitt & Heywood,Convolvulaceae,rosenvinda,223417.0,Resident,Not Red-listed,4.0,16.8,2.0,4.0,11.0,5.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,2.0,1.0,2.0,4.0,1b,9.0,2.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Calystegia sepium ssp. sepium,Convolvulaceae,vit snårvinda,265833.0,Resident,Not Red-listed,0.0,0,3.0,4.0,9.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,5.0,2.0,1.0,1.0,4.0,1b,10.0,3.0,,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,0,0,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Calystegia sepium ssp. spectabilis,Convolvulaceae,skär snårvinda,225194.0,Resident,Not Red-listed,4.0,23.2,3.0,4.0,9.0,3.0,6.0,6.0,5.0,7.0,6.0,8.0,5.0,2.0,1.0,1.0,4.0,1b,10.0,3.0,,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Camelina alyssum (Mill.) Thell.,Brassicaceae,lindådra,242.0,Extinct,RE,1.0,4,1.0,3.0,,,,,7.0,4.0,6.0,6.0,5.0,2.0,1.0,9.0,1.0,1,,,1,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camelina microcarpa Andrz. ex DC.,Brassicaceae,sanddådra,1708.0,Resident,VU,0.0,0,2.0,4.0,11.0,2.0,4.0,7.0,7.0,3.0,6.0,5.0,5.0,2.0,1.0,7.0,1.0,1,8.0,1.0,1,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Camelina sativa (L.) Crantz,Brassicaceae,oljedådra,244.0,Extinct,RE,1.0,4,2.0,4.0,13.0,2.0,3.0,5.0,7.0,3.0,6.0,6.0,5.0,2.0,1.0,9.0,1.0,1,,,1,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Campanula alliariifolia Willd.,Campanulaceae,hjärtklocka,220455.0,Resident,Not Red-listed,5.0,13,1.0,5.0,12.0,4.0,5.0,7.0,4.0,3.0,7.0,6.0,3.0,1.0,2.0,4.0,4.0,1a,10.0,3.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Campanula cervicaria L.,Campanulaceae,skogsklocka,245.0,Resident,NT,0.0,0,3.0,4.0,9.0,4.0,7.0,6.0,5.0,3.0,6.0,4.0,4.0,1.0,1.0,7.0,2.0,1a,9.0,2.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,3,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Campanula glomerata 'Superba',Campanulaceae,prakttoppklocka,260352.0,Resident,Not Red-listed,4.0,10.4,3.0,4.0,4.0,1.0,6.0,7.0,7.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,0a,10.0,3.0,,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,2,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Campanula glomerata ssp. glomerata,Campanulaceae,ängstoppklocka,223652.0,Resident,Not Red-listed,0.0,0,3.0,4.0,6.0,4.0,8.0,8.0,5.0,3.0,7.0,4.0,2.0,1.0,3.0,3.0,4.0,1a,9.0,2.0,2,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,4,4.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Campanula lactiflora M. Bieb.,Campanulaceae,mjölkklocka,220014.0,Resident,Not Red-listed,6.0,12.2,1.0,4.0,11.0,6.0,7.0,7.0,6.0,5.0,,,3.0,1.0,1.0,,4.0,1a,,,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campanula latifolia L.,Campanulaceae,hässleklocka,220015.0,Resident,Not Red-listed,0.0,0,3.0,5.0,4.0,4.0,9.0,3.0,3.0,5.0,7.0,8.0,5.0,1.0,1.0,1.0,4.0,2a,10.0,3.0,4,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,1
Campanula medium L.,Campanulaceae,mariaklocka,220016.0,Resident,Not Red-listed,5.0,12,1.0,5.0,11.0,3.0,5.0,6.0,6.0,3.0,7.0,6.0,3.0,1.0,1.0,8.0,2.0,2a,8.0,1.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
